#/////////////////////////////////////,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# -----START OF METADATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# TITLE: Brief title for entire data set,"Species richness of stoneflies (Insecta: Plecoptera), with an emphasis on the Appalachian region",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE: date of creation of data set,15-Sep-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR: author/owner of data,Phillip Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR EMAIL:,pnhogan2@illinois.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR ADDRESS:,https://orcid.org/0000-0002-6546-272X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR WEBSITE: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# OWNERSHIP: Information on who owns/controls the data ,Phillip Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLLABORATORS: One or more lines identifying others who collected/own data,Scott Grubbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# FUNDING SOURCES: Grant numbers or funding sources for acknowlegment,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# REPOSITORY: One or more lines for GitHub, Dryad, or permanent web repositories where data set can be accessed",https://datadryad.org/stash/dataset/doi:10.5061/dryad.hdr7sqvmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CITATIONS: One or more lines for publications that cite or use these data,"Hogan, Phillip; Grubbs, Scott (2022). Data from: Distributional trends and species richness of Maryland, USA stoneflies (Insecta: Plecoptera), with an emphasis on the Appalachian region [Dataset]. Dryad. https://doi.org/10.5061/dryad.hdr7sqvmg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SAMPLING LOCATIONS: One or more lines about where data were collected; GPS for individual sites should be data columns,"Appalachian Region, Maryland (USA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SAMPLING TIMES: One more lines on when data were collected,1990's and 2020-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# VARIABLE DESCRIPTION: One line for each column in the data set stating what it is and what the units of measurement are,Type: What kind of collection this individual was,kingdom,phylum,class,order,family,genus,specificEpithet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MISSING DATA: One or more lines for each variable describing the source of NA values throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATA TRACK CHANGES LOG (use this section to record any changes to the data set after it is created),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DATE:              #CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----- END OF METADATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#/////////////////////////////////////,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----- START OF DATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Type,ownerInstitutionCode,catalogNumber,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,vernacularName,taxonomicStatus,taxonRank,typeStatus,identifiedBy,dateIdentified,eventDate,month,day,year,preparation,recordedBy,fieldNumber,habitat,basisOfRecord,adultMale,adultFemale,immatureNymph,1uvium,individualCount,sex,lifeStage,country,countryCode,stateProvince,county,waterBody,locality,coordinateUncertaintyInMeters,geodeticDatum,georeferencedBy,georeferenceSources,datasetName,accessRights,notes,elevation_m,decimalLongitude,decimalLatitude
118,Collection,INHS,Plecoptera 8818,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,2007,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,0,0,0,0,0,,,USA,US,Maryland,Allegany,Town Creek,Flintstone,1000,,,,Maryland Plecoptera Project,No restrictions,,235,-78.548,39.6952
119,Collection,INHS,Plecoptera 8819,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,2007,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,3,0,0,0,3,,,USA,US,Maryland,Allegany,Town Creek,Flintstone,1000,,,,Maryland Plecoptera Project,No restrictions,,235,-78.548,39.6952
120,Collection,INHS,Plecoptera 8751,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,2007,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,1,0,0,0,1,,,USA,US,Maryland,Allegany,,Piney Grove,1000,,,,Maryland Plecoptera Project,No restrictions,,289,-78.37724,39.70592
121,Collection,RFSC,Plecoptera 16979,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,,NA,2/14/1996,2,14,1996,Vial,R.F. Surdick,,stream,PreservedSpecimen,0,0,0,0,0,,,USA,US,Maryland,Allegany,,Dickerson Hollow and Rush,100,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No restrictions,"Letter to Dr. Scott Grubbs, year uncertain",267,-78.59874,39.69228
122,Collection,RFSC,Plecoptera 16980,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,,NA,2/14/1996,2,14,1996,Vial,R.F. Surdick,,stream,PreservedSpecimen,0,0,0,0,0,,,USA,US,Maryland,Allegany,,Flintstone,100,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No restrictions,"Letter to Dr. Scott Grubbs, year uncertain",247,-78.56716,39.70288
123,Collection,RFSC,Plecoptera 16981,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,,NA,2/14/1996,2,14,1996,Vial,R.F. Surdick,,stream,PreservedSpecimen,0,0,0,0,0,,,USA,US,Maryland,Allegany,Town Creek,North of Pumpkin Center,100,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No restrictions,"Letter to Dr. Scott Grubbs, year uncertain",208,-78.561107,39.63853
124,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,P.N. Hogan,2020,3/11/2020,3,11,2020,vial,P.N. Hogan,PNH-060-20,stream,Preservedspecimen,2,2,0,0,4,"male, female",adult,USA,US,Maryland,Allegany,Town Creek,closed bridge on Old Williams Rd.,10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,218,-78.56204,39.66248
125,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,P.N. Hogan,2020,3/11/2020,3,11,2020,vial,P.N. Hogan,PNH-061-20,stream,Preservedspecimen,10,1,0,0,11,"male, female",adult,USA,US,Maryland,Allegany,Town Creek,0.3 mi from Monte Notte Lane,10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,211,-78.56272,39.64399
126,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,P.N. Hogan,2020,3/11/2020,3,11,2020,vial,P.N. Hogan,PNH-056-20,stream,Preservedspecimen,29,2,0,0,31,"male, female",adult,USA,US,Maryland,Allegany,Sideling Hill Creek,"Ziegler Rd., past National Guard Base",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,135,-78.34407,39.64959
127,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/23/1996,3,23,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Allegany,"tributary, Sideling Hill Creek","Stottlemeyer Rd., 0.3 mi NE High Germany Rd.",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,205,-78.3688,39.65241
128,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/12/1995,3,12,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,7,0,0,2,female ,adult,USA,US,Maryland,Allegany,Flintstone Creek,Warm Springs Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,240,-78.56032,39.69752
129,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/11/1995,3,11,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,1,0,0,2,"male, female, ",adult,USA,US,Maryland,Allegany,Potomac River,"Rte. 51, nr. Paw Paw Tunnel",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,150,-78.45894,39.54443
130,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/18/1995,2,18,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,2,1,0,0,2,male,adult,USA,US,Maryland,Allegany,Sideling Hill Creek,"High Germany Rd., Nature Conservancy",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,193,-78.33145,39.70867
131,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/18/1995,2,18,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,2,0,0,0,3,"male, female, ",adult,USA,US,Maryland,Allegany,Potomac River,"Rte. 51, nr. Paw Paw Tunnel",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,150,-78.45894,39.54443
132,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,4/13/1996,4,13,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,3,0,0,3,female ,adult,USA,US,Maryland,Allegany,Sideling Hill Creek,Stottlemeyer Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,146,-78.36241,39.65834
133,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/12/1995,3,12,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,4,0,0,0,4,male,adult,USA,US,Maryland,Allegany,Town Creek,Rte. 144,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,231,-78.54774,39.69531
134,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/11/1995,3,11,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,4,0,0,7,"male, female, ",adult,USA,US,Maryland,Allegany,Sideling Hill Creek,"High Germany Rd., Nature Conservancy",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,193,-78.33145,39.70867
135,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/23/1996,3,23,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,12,5,0,0,17,"male, female, ",adult,USA,US,Maryland,Allegany,Sideling Hill Creek,Stottlemeyer Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,146,-78.36241,39.65834
136,Collection,INHS,Insect Collection 514581,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,1,0,0,0,1,,,USA,US,Maryland,Frederick,Monocacy River,nr Tuscarora at MD-28,10,,,,Maryland Plecoptera Project,No restrictions,,60,-77.44009,39.24445
137,Collection,INHS,Insect Collection 514589,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,1,0,0,0,1,,,USA,US,Maryland,Frederick,Catoctin Creek,Bells Mill at MD-464,10,,,,Maryland Plecoptera Project,No restrictions,,76,-77.57875,39.33252
138,Collection,INHS,Insect Collection 552203,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,0,1,0,0,1,,,USA,US,Maryland,Frederick,Catoctin Creek,Bells Mill at MD-464,10,,,,Maryland Plecoptera Project,No restrictions,,76,-77.57875,39.33252
139,Collection,INHS,Insect Collection 552204,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,0,1,0,0,1,,,USA,US,Maryland,Frederick,Catoctin Creek,Bells Mill at MD-464,10,,,,Maryland Plecoptera Project,No restrictions,,76,-77.57875,39.33252
140,Collection,INHS,Insect Collection 552205,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,0,1,0,0,1,,,USA,US,Maryland,Frederick,Catoctin Creek,Bells Mill at MD-464,10,,,,Maryland Plecoptera Project,No restrictions,,76,-77.57875,39.33252
141,Collection,INHS,Insect Collection 552206,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,0,1,0,0,1,,,USA,US,Maryland,Frederick,Catoctin Creek,Bells Mill at MD-464,10,,,,Maryland Plecoptera Project,No restrictions,,76,-77.57875,39.33252
142,Collection,INHS,Insect Collection 552207,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,1,0,0,0,1,,,USA,US,Maryland,Frederick,Monocacy River,nr Tuscarora at MD-28,10,,,,Maryland Plecoptera Project,No restrictions,,60,-77.44009,39.24445
143,Collection,INHS,Insect Collection 552208,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,1,0,0,0,1,,,USA,US,Maryland,Frederick,Monocacy River,nr Tuscarora at MD-28,10,,,,Maryland Plecoptera Project,No restrictions,,60,-77.44009,39.24445
144,Collection,INHS,Insect Collection 552209,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,1,0,0,0,1,,,USA,US,Maryland,Frederick,Monocacy River,nr Tuscarora at MD-28,10,,,,Maryland Plecoptera Project,No restrictions,,60,-77.44009,39.24445
145,Collection,INHS,Insect Collection 552210,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,0,1,0,0,1,,,USA,US,Maryland,Frederick,Monocacy River,nr Tuscarora at MD-28,10,,,,Maryland Plecoptera Project,No restrictions,,60,-77.44009,39.24445
146,Collection,INHS,Insect Collection 552213,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,0,1,0,0,1,,,USA,US,Maryland,Frederick,Monocacy River,nr Tuscarora at MD-28,10,,,,Maryland Plecoptera Project,No restrictions,,60,-77.44009,39.24445
147,Collection,INHS,Insect Collection 552214,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,0,1,0,0,1,,,USA,US,Maryland,Frederick,Monocacy River,nr Tuscarora at MD-28,10,,,,Maryland Plecoptera Project,No restrictions,,60,-77.44009,39.24445
148,Collection,INHS,Insect Collection 552215,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,0,2,0,0,2,,,USA,US,Maryland,Frederick,Monocacy River,nr Tuscarora at MD-28,10,,,,Maryland Plecoptera Project,No restrictions,,60,-77.44009,39.24445
149,Collection,INHS,Insect Collection 552216,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,0,2,0,0,2,,,USA,US,Maryland,Frederick,Monocacy River,nr Tuscarora at MD-28,10,,,,Maryland Plecoptera Project,No restrictions,,60,-77.44009,39.24445
150,Collection,INHS,Insect Collection 552201,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,1,0,0,0,1,,,USA,US,Maryland,Frederick,Catoctin Creek,Bells Mill at MD-464,10,,,,Maryland Plecoptera Project,No restrictions,,76,-77.57875,39.33252
151,Collection,INHS,Insect Collection 552202,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,0,1,0,0,1,,,USA,US,Maryland,Frederick,Catoctin Creek,Bells Mill at MD-464,10,,,,Maryland Plecoptera Project,No restrictions,,76,-77.57875,39.33252
152,Collection,INHS,Insect Collection 552211,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,0,1,0,0,1,,,USA,US,Maryland,Frederick,Monocacy River,nr Tuscarora at MD-28,10,,,,Maryland Plecoptera Project,No restrictions,,60,-77.44009,39.24445
153,Collection,INHS,Insect Collection 552212,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/7/2010,3,7,2010,Vial,C. Favret,,,,0,1,0,0,1,,,USA,US,Maryland,Frederick,Monocacy River,nr Tuscarora at MD-28,10,,,,Maryland Plecoptera Project,No restrictions,,60,-77.44009,39.24445
154,Literature,"Literature (Duffield and Nelson, 1990)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,,NA,NA,NA,NA,NA,,,,,,0,0,0,0,1,,-,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.3,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
155,Literature,"Literature (Duffield and Nelson, 1993)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,,NA,NA,NA,NA,NA,,R.M. Duffield,,stream,PreservedSpecimen,0,0,0,0,3,female,-,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS85,P.N. Hogan,Acme.mapper 2.2,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
156,Collection,USNM,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,1/6/1973,1,6,1973,vial,,,stream,PreservedSpecimen,1,1,0,0,2,"male, female",adult,USA,US,Maryland,Frederick,Bennett Creek,"Park Mills Rd., Park Mills",10,WGS84,P.N. Hogan,,Maryland Plecoptera Project,No Restrictions,,72,-77.409425,39.297822
157,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,12/10/1996,12,10,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Frederick,Linganore Creek,Rte. 75,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,apical segment of upper limb MUCH shorter than basal segment,109,-77.2484,39.44739
158,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,P.N. Hogan,2020,3/13/2020,3,13,2020,vial,P.N. Hogan,PNH-083-20,stream,Preservedspecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Garrett,Casselman River,handicapped fisherman river access under I-68 off US-40,10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,644,-79.14031,39.69512
159,Literature,"Literature (Needhan & Claassen, 1925)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,,NA,3/3/1903,3,3,1903,,,,stream,PreservedSpecimen,0,0,0,0,0,"male, female",adult,USA,US,Maryland,Montgomery,Potomac River,Plummers Island,10,WGS84,P.N. Hogan,Acme.mapper 2.2,Maryland Plecoptera Project,No restrictions,,30,-77.17662,38.96967
160,Collection,INHS,Plecoptera 8842,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,2007,2/25/1938,2,25,1938,Vial,B.D. Burks,,,,10,2,0,0,12,,,USA,US,Maryland,Prince George's,Patuxent River,Priests Bridge,1000,,,,Maryland Plecoptera Project,No restrictions,,10,-76.7058,38.9887
161,Collection,INHS,Insect Collection 654536,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2013,3/10/2013,3,10,2013,Vial,R.E. DeWalt,,,,5,5,0,0,10,,,USA,US,Maryland,Washington,Sidling Hill Creek,McFarland Road,10,,,,Maryland Plecoptera Project,No restrictions,,190,-78.31698,39.70034
162,Collection,INHS,Plecoptera 8754,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,2007,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,4,1,0,0,5,,,USA,US,Maryland,Washington,Tonoloway River,Hancock,1000,,,,Maryland Plecoptera Project,No restrictions,,124,-78.1544,39.6985
163,Collection,RFSC,Plecoptera 16982,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,,NA,2/8/1996,2,8,1996,Vial,R.F. Surdick,,stream,PreservedSpecimen,0,0,0,0,0,,,USA,US,Maryland,Washington,Licking Creek,Pecktonville,100,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No restrictions,"Letter to Dr. Scott Grubbs, year uncertain",120,-78.04102,39.66913
164,Collection,USNM,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/2/1975,2,2,1975,vial,,,stream,PreservedSpecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Washington,Tonoloway Creek,C & O Canal,10,WGS84,P.N. Hogan,,Maryland Plecoptera Project,No Restrictions,,119,-78.156647,39.693943
